X,Y,Plot,naam,lmf_indeling,bodemgebruik,OMSCHRIJVI,geometry,lmf_english
210743614.0499995,377595924.4074989,Grid368,Limburg,,Bebouwd,"Bebouwing, enz",POINT (210588.6140499995 377132.9244074989),
22976524.149998996,380719778.91449887,Grid369,Zeeland,zkz,Recreatie,Zware zavel,POINT (22821.524149998993 380256.77891449886),Sea clay South 
25621131.049999006,380719778.91449887,Grid370,Zeeland,zkz,Bebouwd,Zware klei,POINT (25466.131049999007 380256.77891449886),Sea clay South 
44133379.349998996,380719778.91449887,Grid371,Zeeland,zkz,Nat natuurlijk terrein,Lichte klei,POINT (43978.379349999 380256.77891449886),Sea clay South 
46777986.249998994,380719778.91449887,Grid372,Zeeland,zkz,Landbouw en overig agrarisch,Lichte zavel,POINT (46622.986249999 380256.77891449886),Sea clay South 
49422593.149999,380719778.91449887,Grid373,Zeeland,zkz,Landbouw en overig agrarisch,Lichte zavel,POINT (49267.593149999 380256.77891449886),Sea clay South 
57356413.849998705,380719778.91449887,Grid374,Zeeland,zkz,Landbouw en overig agrarisch,Zware zavel,POINT (57201.4138499987 380256.77891449886),Sea clay South 
67934841.4499988,380719778.91449887,Grid375,Zeeland,zkz,Landbouw en overig agrarisch,Lichte zavel,POINT (67779.8414499988 380256.77891449886),Sea clay South 
70579448.3499988,380719778.91449887,Grid376,Zeeland,zkz,Landbouw en overig agrarisch,Lichte klei,POINT (70424.4483499988 380256.77891449886),Sea clay South 
73224055.2499988,380719778.91449887,Grid377,Zeeland,zkz,Landbouw en overig agrarisch,Lichte klei,POINT (73069.0552499988 380256.77891449886),Sea clay South 
75868662.1499988,380719778.91449887,Grid378,Zeeland,zkz,Landbouw en overig agrarisch,Zware klei,POINT (75713.6621499988 380256.77891449886),Sea clay South 
78513269.04999879,380719778.91449887,Grid379,Noord-Brabant,zkz,Landbouw en overig agrarisch,Zware klei,POINT (78358.2690499988 380256.77891449886),Sea clay South 
81157875.9499989,380719778.91449887,Grid380,Noord-Brabant,hzz,Bos,Zand,POINT (81002.8759499989 380256.77891449886),Higher sandy soils South
83802482.84999889,380719778.91449887,Grid381,Noord-Brabant,hzz,Bos,Zand,POINT (83647.4828499989 380256.77891449886),Higher sandy soils South
123471586.3499991,380719778.91449887,Grid382,Noord-Brabant,hzz,Hoofdweg,"Bebouwing, enz",POINT (123316.5863499991 380256.77891449886),Higher sandy soils South
136694620.8499991,380719778.91449887,Grid383,Noord-Brabant,hzz,Bos,Zand,POINT (136539.6208499991 380256.77891449886),Higher sandy soils South
139339227.7499992,380719778.91449887,Grid384,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (139184.2277499992 380256.77891449886),Higher sandy soils South
141983834.6499992,380719778.91449887,Grid385,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (141828.8346499992 380256.77891449886),Higher sandy soils South
144628441.5499992,380719778.91449887,Grid386,Noord-Brabant,hzz,Bos,Zand,POINT (144473.4415499992 380256.77891449886),Higher sandy soils South
147273048.44999918,380719778.91449887,Grid387,Noord-Brabant,hzz,Bos,Zand,POINT (147118.0484499992 380256.77891449886),Higher sandy soils South
149917655.3499992,380719778.91449887,Grid388,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (149762.6553499992 380256.77891449886),Higher sandy soils South
152562262.24999923,380719778.91449887,Grid389,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (152407.2622499992 380256.77891449886),Higher sandy soils South
155206869.14999923,380719778.91449887,Grid390,Noord-Brabant,hzz,Bebouwd,"Bebouwing, enz",POINT (155051.86914999923 380256.77891449886),Higher sandy soils South
157851476.04999924,380719778.91449887,Grid391,Noord-Brabant,hzz,Bebouwd,Zand,POINT (157696.47604999924 380256.77891449886),Higher sandy soils South
160496082.94999924,380719778.91449887,Grid392,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (160341.08294999925 380256.77891449886),Higher sandy soils South
163140689.84999928,380719778.91449887,Grid393,Noord-Brabant,hzz,Bos,Zand,POINT (162985.68984999927 380256.77891449886),Higher sandy soils South
165785296.7499993,380719778.91449887,Grid394,Noord-Brabant,hzz,Bebouwd,Zand,POINT (165630.2967499993 380256.77891449886),Higher sandy soils South
168429903.6499993,380719778.91449887,Grid395,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (168274.9036499993 380256.77891449886),Higher sandy soils South
171074510.5499993,380719778.91449887,Grid396,Noord-Brabant,hzz,Bos,Zand,POINT (170919.5105499993 380256.77891449886),Higher sandy soils South
173719117.4499993,380719778.91449887,Grid397,Noord-Brabant,hzz,Bos,Zand,POINT (173564.1174499993 380256.77891449886),Higher sandy soils South
176363724.3499993,380719778.91449887,Grid398,Noord-Brabant,hzz,Hoofdweg,Zand,POINT (176208.7243499993 380256.77891449886),Higher sandy soils South
179008331.2499994,380719778.91449887,Grid399,Noord-Brabant,hzz,Bos,Zand,POINT (178853.3312499994 380256.77891449886),Higher sandy soils South
181652938.14999938,380719778.91449887,Grid400,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (181497.9381499994 380256.77891449886),Higher sandy soils South
184297545.04999942,380719778.91449887,Grid401,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (184142.5450499994 380256.77891449886),Higher sandy soils South
186942151.9499994,380719778.91449887,Grid402,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (186787.1519499994 380256.77891449886),Higher sandy soils South
189586758.8499994,380719778.91449887,Grid403,Noord-Brabant,hzz,Nat natuurlijk terrein,Veen,POINT (189431.7588499994 380256.77891449886),Higher sandy soils South
192231365.74999937,380719778.91449887,Grid404,Limburg,hzz,Nat natuurlijk terrein,Veen,POINT (192076.3657499994 380256.77891449886),Higher sandy soils South
194875972.6499994,380719778.91449887,Grid405,Limburg,hzz,Landbouw en overig agrarisch,Zand,POINT (194720.9726499994 380256.77891449886),Higher sandy soils South
197520579.5499995,380719778.91449887,Grid406,Limburg,hzz,Hoofdweg,Zand,POINT (197365.5795499995 380256.77891449886),Higher sandy soils South
200165186.4499995,380719778.91449887,Grid407,Limburg,hzz,Bebouwd,"Bebouwing, enz",POINT (200010.1864499995 380256.77891449886),Higher sandy soils South
202809793.3499995,380719778.91449887,Grid408,Limburg,hzz,Landbouw en overig agrarisch,Zand,POINT (202654.7933499995 380256.77891449886),Higher sandy soils South
205454400.24999952,380719778.91449887,Grid409,Limburg,hzz,Landbouw en overig agrarisch,Zand,POINT (205299.4002499995 380256.77891449886),Higher sandy soils South
208099007.1499995,380719778.91449887,Grid410,Limburg,riv,Water,Water,POINT (207944.0071499995 380256.77891449886),River area 
210743614.0499995,380719778.91449887,Grid411,Limburg,riv,Bos,Veen,POINT (210588.6140499995 380256.77891449886),River area 
41488772.449999,383843633.4214989,Grid412,Zeeland,zkz,Landbouw en overig agrarisch,Lichte klei,POINT (41333.772449999 383380.63342149893),Sea clay South 
44133379.349998996,383843633.4214989,Grid413,Zeeland,zkz,Landbouw en overig agrarisch,Lichte zavel,POINT (43978.379349999 383380.63342149893),Sea clay South 
46777986.249998994,383843633.4214989,Grid414,Zeeland,zkz,Landbouw en overig agrarisch,Zware zavel,POINT (46622.986249999 383380.63342149893),Sea clay South 
49422593.149999,383843633.4214989,Grid415,Zeeland,zkz,Landbouw en overig agrarisch,Zware zavel,POINT (49267.593149999 383380.63342149893),Sea clay South 
52067200.049999006,383843633.4214989,Grid416,Zeeland,zkz,Landbouw en overig agrarisch,Zware zavel,POINT (51912.200049998995 383380.63342149893),Sea clay South 
62645627.6499988,383843633.4214989,Grid417,Zeeland,zkz,Landbouw en overig agrarisch,Zware zavel,POINT (62490.6276499988 383380.63342149893),Sea clay South 
65290234.5499988,383843633.4214989,Grid418,Zeeland,zkz,Landbouw en overig agrarisch,Zware zavel,POINT (65135.2345499988 383380.63342149893),Sea clay South 
70579448.3499988,383843633.4214989,Grid419,Zeeland,zkz,Landbouw en overig agrarisch,Zware klei,POINT (70424.4483499988 383380.63342149893),Sea clay South 
73224055.2499988,383843633.4214989,Grid420,Zeeland,zkz,Bebouwd,Zand,POINT (73069.0552499988 383380.63342149893),Sea clay South 
75868662.1499988,383843633.4214989,Grid421,Zeeland,zkz,Nat natuurlijk terrein,Lichte zavel,POINT (75713.6621499988 383380.63342149893),Sea clay South 
78513269.04999879,383843633.4214989,Grid422,Noord-Brabant,zkz,Landbouw en overig agrarisch,Lichte klei,POINT (78358.2690499988 383380.63342149893),Sea clay South 
81157875.9499989,383843633.4214989,Grid423,Noord-Brabant,hzz,Bebouwd,Zand,POINT (81002.8759499989 383380.63342149893),Higher sandy soils South
83802482.84999889,383843633.4214989,Grid424,Noord-Brabant,hzz,Bos,Zand,POINT (83647.4828499989 383380.63342149893),Higher sandy soils South
97025517.3499989,383843633.4214989,Grid425,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (96870.5173499989 383380.63342149893),Higher sandy soils South
99670124.24999887,383843633.4214989,Grid426,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (99515.12424999889 383380.63342149893),Higher sandy soils South
102314731.14999901,383843633.4214989,Grid427,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (102159.73114999899 383380.63342149893),Higher sandy soils South
104959338.049999,383843633.4214989,Grid428,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (104804.338049999 383380.63342149893),Higher sandy soils South
118182372.549999,383843633.4214989,Grid429,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (118027.37254999901 383380.63342149893),Higher sandy soils South
120826979.4499991,383843633.4214989,Grid430,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (120671.9794499991 383380.63342149893),Higher sandy soils South
126116193.24999909,383843633.4214989,Grid431,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (125961.1932499991 383380.63342149893),Higher sandy soils South
136694620.8499991,383843633.4214989,Grid432,Noord-Brabant,hzz,Bos,Zand,POINT (136539.6208499991 383380.63342149893),Higher sandy soils South
139339227.7499992,383843633.4214989,Grid433,Noord-Brabant,hzz,Bos,Zand,POINT (139184.2277499992 383380.63342149893),Higher sandy soils South
141983834.6499992,383843633.4214989,Grid434,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (141828.8346499992 383380.63342149893),Higher sandy soils South
144628441.5499992,383843633.4214989,Grid435,Noord-Brabant,hzz,Water,Water,POINT (144473.4415499992 383380.63342149893),Higher sandy soils South
147273048.44999918,383843633.4214989,Grid436,Noord-Brabant,hzz,Landbouw en overig agrarisch,Veen,POINT (147118.0484499992 383380.63342149893),Higher sandy soils South
149917655.3499992,383843633.4214989,Grid437,Noord-Brabant,hzz,Bos,Zand,POINT (149762.6553499992 383380.63342149893),Higher sandy soils South
152562262.24999923,383843633.4214989,Grid438,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (152407.2622499992 383380.63342149893),Higher sandy soils South
155206869.14999923,383843633.4214989,Grid439,Noord-Brabant,hzz,Bebouwd,Zand,POINT (155051.86914999923 383380.63342149893),Higher sandy soils South
157851476.04999924,383843633.4214989,Grid440,Noord-Brabant,hzz,Hoofdweg,Leem,POINT (157696.47604999924 383380.63342149893),Higher sandy soils South
160496082.94999924,383843633.4214989,Grid441,Noord-Brabant,hzz,Bebouwd,"Bebouwing, enz",POINT (160341.08294999925 383380.63342149893),Higher sandy soils South
163140689.84999928,383843633.4214989,Grid442,Noord-Brabant,hzz,Bebouwd,"Bebouwing, enz",POINT (162985.68984999927 383380.63342149893),Higher sandy soils South
165785296.7499993,383843633.4214989,Grid443,Noord-Brabant,hzz,Nat natuurlijk terrein,Veen,POINT (165630.2967499993 383380.63342149893),Higher sandy soils South
168429903.6499993,383843633.4214989,Grid444,Noord-Brabant,hzz,Recreatie,Zand,POINT (168274.9036499993 383380.63342149893),Higher sandy soils South
171074510.5499993,383843633.4214989,Grid445,Noord-Brabant,hzz,Bebouwd,"Bebouwing, enz",POINT (170919.5105499993 383380.63342149893),Higher sandy soils South
173719117.4499993,383843633.4214989,Grid446,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (173564.1174499993 383380.63342149893),Higher sandy soils South
176363724.3499993,383843633.4214989,Grid447,Noord-Brabant,hzz,Bos,Veen,POINT (176208.7243499993 383380.63342149893),Higher sandy soils South
179008331.2499994,383843633.4214989,Grid448,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (178853.3312499994 383380.63342149893),Higher sandy soils South
181652938.14999938,383843633.4214989,Grid449,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (181497.9381499994 383380.63342149893),Higher sandy soils South
184297545.04999942,383843633.4214989,Grid450,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (184142.5450499994 383380.63342149893),Higher sandy soils South
186942151.9499994,383843633.4214989,Grid451,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (186787.1519499994 383380.63342149893),Higher sandy soils South
189586758.8499994,383843633.4214989,Grid452,Noord-Brabant,hzz,Bos,Veen,POINT (189431.7588499994 383380.63342149893),Higher sandy soils South
192231365.74999937,383843633.4214989,Grid453,Limburg,hzz,Nat natuurlijk terrein,Moerig op zand,POINT (192076.3657499994 383380.63342149893),Higher sandy soils South
194875972.6499994,383843633.4214989,Grid454,Limburg,hzz,Water,Zand,POINT (194720.9726499994 383380.63342149893),Higher sandy soils South
197520579.5499995,383843633.4214989,Grid455,Limburg,hzz,Landbouw en overig agrarisch,Zand,POINT (197365.5795499995 383380.63342149893),Higher sandy soils South
200165186.4499995,383843633.4214989,Grid456,Limburg,hzz,Landbouw en overig agrarisch,Zand,POINT (200010.1864499995 383380.63342149893),Higher sandy soils South
202809793.3499995,383843633.4214989,Grid457,Limburg,hzz,Bos,Zand,POINT (202654.7933499995 383380.63342149893),Higher sandy soils South
205454400.24999952,383843633.4214989,Grid458,Limburg,hzz,Landbouw en overig agrarisch,Zand,POINT (205299.4002499995 383380.63342149893),Higher sandy soils South
208099007.1499995,383843633.4214989,Grid459,Limburg,riv,Landbouw en overig agrarisch,Zand,POINT (207944.0071499995 383380.63342149893),River area 
210743614.0499995,383843633.4214989,Grid460,Limburg,hzz,Bos,Zand,POINT (210588.6140499995 383380.63342149893),Higher sandy soils South
28265737.94999901,386967487.92849886,Grid461,Zeeland,zkz,Bebouwd,"Bebouwing, enz",POINT (28110.737949999006 386504.4879284989),Sea clay South 
30910344.849999003,386967487.92849886,Grid462,Zeeland,zkz,Bebouwd,"Bebouwing, enz",POINT (30755.344849999005 386504.4879284989),Sea clay South 
33554951.749999,386967487.92849886,Grid463,Zeeland,zkz,Landbouw en overig agrarisch,Zware zavel,POINT (33399.951749999 386504.4879284989),Sea clay South 
38844165.549999,386967487.92849886,Grid464,Zeeland,zkz,Bebouwd,"Bebouwing, enz",POINT (38689.165549999 386504.4879284989),Sea clay South 
41488772.449999,386967487.92849886,Grid465,Zeeland,zkz,Landbouw en overig agrarisch,Lichte zavel,POINT (41333.772449999 386504.4879284989),Sea clay South 
44133379.349998996,386967487.92849886,Grid466,Zeeland,zkz,Landbouw en overig agrarisch,Lichte klei,POINT (43978.379349999 386504.4879284989),Sea clay South 
46777986.249998994,386967487.92849886,Grid467,Zeeland,zkz,Landbouw en overig agrarisch,Lichte zavel,POINT (46622.986249999 386504.4879284989),Sea clay South 
49422593.149999,386967487.92849886,Grid468,Zeeland,zkz,Landbouw en overig agrarisch,Lichte zavel,POINT (49267.593149999 386504.4879284989),Sea clay South 
52067200.049999006,386967487.92849886,Grid469,Zeeland,zkz,Bebouwd,"Bebouwing, enz",POINT (51912.200049998995 386504.4879284989),Sea clay South 
54711806.949999,386967487.92849886,Grid470,Zeeland,zkz,Bebouwd,Zware klei,POINT (54556.806949998994 386504.4879284989),Sea clay South 
60001020.7499987,386967487.92849886,Grid471,Zeeland,zkz,Landbouw en overig agrarisch,Lichte zavel,POINT (59846.0207499987 386504.4879284989),Sea clay South 
62645627.6499988,386967487.92849886,Grid472,Zeeland,zkz,Landbouw en overig agrarisch,Lichte zavel,POINT (62490.6276499988 386504.4879284989),Sea clay South 
75868662.1499988,386967487.92849886,Grid473,Zeeland,zkz,Water,Water,POINT (75713.6621499988 386504.4879284989),Sea clay South 
78513269.04999879,386967487.92849886,Grid474,Noord-Brabant,zkz,Nat natuurlijk terrein,Water,POINT (78358.2690499988 386504.4879284989),Sea clay South 
81157875.9499989,386967487.92849886,Grid475,Noord-Brabant,hzz,Bos,Zand,POINT (81002.8759499989 386504.4879284989),Higher sandy soils South
83802482.84999889,386967487.92849886,Grid476,Noord-Brabant,hzz,Bos,Zand,POINT (83647.4828499989 386504.4879284989),Higher sandy soils South
86447089.7499989,386967487.92849886,Grid477,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (86292.0897499989 386504.4879284989),Higher sandy soils South
97025517.3499989,386967487.92849886,Grid478,Noord-Brabant,hzz,Bos,Zand,POINT (96870.5173499989 386504.4879284989),Higher sandy soils South
99670124.24999887,386967487.92849886,Grid479,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (99515.12424999889 386504.4879284989),Higher sandy soils South
102314731.14999901,386967487.92849886,Grid480,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (102159.73114999899 386504.4879284989),Higher sandy soils South
104959338.049999,386967487.92849886,Grid481,Noord-Brabant,hzz,Nat natuurlijk terrein,Zand,POINT (104804.338049999 386504.4879284989),Higher sandy soils South
107603944.949999,386967487.92849886,Grid482,Noord-Brabant,hzz,Bos,Veen,POINT (107448.944949999 386504.4879284989),Higher sandy soils South
118182372.549999,386967487.92849886,Grid483,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (118027.37254999901 386504.4879284989),Higher sandy soils South
120826979.4499991,386967487.92849886,Grid484,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (120671.9794499991 386504.4879284989),Higher sandy soils South
123471586.3499991,386967487.92849886,Grid485,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (123316.5863499991 386504.4879284989),Higher sandy soils South
126116193.24999909,386967487.92849886,Grid486,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (125961.1932499991 386504.4879284989),Higher sandy soils South
128760800.1499991,386967487.92849886,Grid487,Noord-Brabant,hzz,Nat natuurlijk terrein,Zand,POINT (128605.8001499991 386504.4879284989),Higher sandy soils South
134050013.9499991,386967487.92849886,Grid488,Noord-Brabant,hzz,Bos,Zand,POINT (133895.0139499991 386504.4879284989),Higher sandy soils South
136694620.8499991,386967487.92849886,Grid489,Noord-Brabant,hzz,Bos,Zand,POINT (136539.6208499991 386504.4879284989),Higher sandy soils South
139339227.7499992,386967487.92849886,Grid490,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (139184.2277499992 386504.4879284989),Higher sandy soils South
141983834.6499992,386967487.92849886,Grid491,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (141828.8346499992 386504.4879284989),Higher sandy soils South
144628441.5499992,386967487.92849886,Grid492,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (144473.4415499992 386504.4879284989),Higher sandy soils South
147273048.44999918,386967487.92849886,Grid493,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (147118.0484499992 386504.4879284989),Higher sandy soils South
149917655.3499992,386967487.92849886,Grid494,Noord-Brabant,hzz,Droog natuurlijk terrein,Zand,POINT (149762.6553499992 386504.4879284989),Higher sandy soils South
152562262.24999923,386967487.92849886,Grid495,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (152407.2622499992 386504.4879284989),Higher sandy soils South
155206869.14999923,386967487.92849886,Grid496,Noord-Brabant,hzz,Landbouw en overig agrarisch,Leem,POINT (155051.86914999923 386504.4879284989),Higher sandy soils South
157851476.04999924,386967487.92849886,Grid497,Noord-Brabant,hzz,Bebouwd,Leem,POINT (157696.47604999924 386504.4879284989),Higher sandy soils South
160496082.94999924,386967487.92849886,Grid498,Noord-Brabant,hzz,Bebouwd,"Bebouwing, enz",POINT (160341.08294999925 386504.4879284989),Higher sandy soils South
163140689.84999928,386967487.92849886,Grid499,Noord-Brabant,hzz,Bebouwd,Zand,POINT (162985.68984999927 386504.4879284989),Higher sandy soils South
165785296.7499993,386967487.92849886,Grid500,Noord-Brabant,hzz,Bebouwd,"Bebouwing, enz",POINT (165630.2967499993 386504.4879284989),Higher sandy soils South
168429903.6499993,386967487.92849886,Grid501,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (168274.9036499993 386504.4879284989),Higher sandy soils South
171074510.5499993,386967487.92849886,Grid502,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (170919.5105499993 386504.4879284989),Higher sandy soils South
173719117.4499993,386967487.92849886,Grid503,Noord-Brabant,hzz,Landbouw en overig agrarisch,Veen,POINT (173564.1174499993 386504.4879284989),Higher sandy soils South
176363724.3499993,386967487.92849886,Grid504,Noord-Brabant,hzz,Hoofdweg,Zand,POINT (176208.7243499993 386504.4879284989),Higher sandy soils South
179008331.2499994,386967487.92849886,Grid505,Noord-Brabant,hzz,Bebouwd,Zand,POINT (178853.3312499994 386504.4879284989),Higher sandy soils South
181652938.14999938,386967487.92849886,Grid506,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (181497.9381499994 386504.4879284989),Higher sandy soils South
184297545.04999942,386967487.92849886,Grid507,Noord-Brabant,hzz,Bebouwd,"Bebouwing, enz",POINT (184142.5450499994 386504.4879284989),Higher sandy soils South
186942151.9499994,386967487.92849886,Grid508,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (186787.1519499994 386504.4879284989),Higher sandy soils South
189586758.8499994,386967487.92849886,Grid509,Limburg,hzz,Landbouw en overig agrarisch,Zand,POINT (189431.7588499994 386504.4879284989),Higher sandy soils South
192231365.74999937,386967487.92849886,Grid510,Limburg,hzz,Landbouw en overig agrarisch,Zand,POINT (192076.3657499994 386504.4879284989),Higher sandy soils South
194875972.6499994,386967487.92849886,Grid511,Limburg,hzz,Landbouw en overig agrarisch,Zand,POINT (194720.9726499994 386504.4879284989),Higher sandy soils South
197520579.5499995,386967487.92849886,Grid512,Limburg,hzz,Droog natuurlijk terrein,Zand,POINT (197365.5795499995 386504.4879284989),Higher sandy soils South
200165186.4499995,386967487.92849886,Grid513,Limburg,hzz,Bebouwd,Zand,POINT (200010.1864499995 386504.4879284989),Higher sandy soils South
202809793.3499995,386967487.92849886,Grid514,Limburg,hzz,Landbouw en overig agrarisch,Zand,POINT (202654.7933499995 386504.4879284989),Higher sandy soils South
205454400.24999952,386967487.92849886,Grid515,Limburg,hzz,Landbouw en overig agrarisch,Zand,POINT (205299.4002499995 386504.4879284989),Higher sandy soils South
208099007.1499995,386967487.92849886,Grid516,Limburg,,Landbouw en overig agrarisch,Zand,POINT (207944.0071499995 386504.4879284989),
210743614.0499995,386967487.92849886,Grid517,Limburg,hzz,Bos,Zand,POINT (210588.6140499995 386504.4879284989),Higher sandy soils South
25621131.049999006,390091342.4354989,Grid518,Zeeland,zkz,Landbouw en overig agrarisch,Zware klei,POINT (25466.131049999007 389628.3424354989),Sea clay South 
28265737.94999901,390091342.4354989,Grid519,Zeeland,zkz,Landbouw en overig agrarisch,Zware zavel,POINT (28110.737949999006 389628.3424354989),Sea clay South 
30910344.849999003,390091342.4354989,Grid520,Zeeland,zkz,Bebouwd,"Bebouwing, enz",POINT (30755.344849999005 389628.3424354989),Sea clay South 
33554951.749999,390091342.4354989,Grid521,Zeeland,zkz,Bebouwd,Zware zavel,POINT (33399.951749999 389628.3424354989),Sea clay South 
36199558.649999,390091342.4354989,Grid522,Zeeland,zkz,Landbouw en overig agrarisch,Zware zavel,POINT (36044.558649999 389628.3424354989),Sea clay South 
38844165.549999,390091342.4354989,Grid523,Zeeland,zkz,Landbouw en overig agrarisch,Lichte klei,POINT (38689.165549999 389628.3424354989),Sea clay South 
41488772.449999,390091342.4354989,Grid524,Zeeland,zkz,Landbouw en overig agrarisch,Zware zavel,POINT (41333.772449999 389628.3424354989),Sea clay South 
44133379.349998996,390091342.4354989,Grid525,Zeeland,zkz,Bebouwd,Lichte zavel,POINT (43978.379349999 389628.3424354989),Sea clay South 
46777986.249998994,390091342.4354989,Grid526,Zeeland,zkz,Landbouw en overig agrarisch,Zware zavel,POINT (46622.986249999 389628.3424354989),Sea clay South 
49422593.149999,390091342.4354989,Grid527,Zeeland,zkz,Landbouw en overig agrarisch,Lichte klei,POINT (49267.593149999 389628.3424354989),Sea clay South 
52067200.049999006,390091342.4354989,Grid528,Zeeland,zkz,Landbouw en overig agrarisch,Lichte zavel,POINT (51912.200049998995 389628.3424354989),Sea clay South 
54711806.949999,390091342.4354989,Grid529,Zeeland,zkz,Landbouw en overig agrarisch,Lichte zavel,POINT (54556.806949998994 389628.3424354989),Sea clay South 
57356413.849998705,390091342.4354989,Grid530,Zeeland,zkz,Landbouw en overig agrarisch,Lichte klei,POINT (57201.4138499987 389628.3424354989),Sea clay South 
60001020.7499987,390091342.4354989,Grid531,Zeeland,zkz,Landbouw en overig agrarisch,Zware zavel,POINT (59846.0207499987 389628.3424354989),Sea clay South 
62645627.6499988,390091342.4354989,Grid532,Zeeland,zkz,Landbouw en overig agrarisch,Lichte zavel,POINT (62490.6276499988 389628.3424354989),Sea clay South 
75868662.1499988,390091342.4354989,Grid533,Noord-Brabant,zkz,Nat natuurlijk terrein,"Bebouwing, enz",POINT (75713.6621499988 389628.3424354989),Sea clay South 
78513269.04999879,390091342.4354989,Grid534,Noord-Brabant,,Recreatie,"Bebouwing, enz",POINT (78358.2690499988 389628.3424354989),
81157875.9499989,390091342.4354989,Grid535,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (81002.8759499989 389628.3424354989),Higher sandy soils South
83802482.84999889,390091342.4354989,Grid536,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (83647.4828499989 389628.3424354989),Higher sandy soils South
86447089.7499989,390091342.4354989,Grid537,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (86292.0897499989 389628.3424354989),Higher sandy soils South
89091696.64999889,390091342.4354989,Grid538,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (88936.69664999889 389628.3424354989),Higher sandy soils South
91736303.54999891,390091342.4354989,Grid539,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (91581.3035499989 389628.3424354989),Higher sandy soils South
94380910.44999887,390091342.4354989,Grid540,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (94225.91044999889 389628.3424354989),Higher sandy soils South
97025517.3499989,390091342.4354989,Grid541,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (96870.5173499989 389628.3424354989),Higher sandy soils South
99670124.24999887,390091342.4354989,Grid542,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (99515.12424999889 389628.3424354989),Higher sandy soils South
102314731.14999901,390091342.4354989,Grid543,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (102159.73114999899 389628.3424354989),Higher sandy soils South
104959338.049999,390091342.4354989,Grid544,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (104804.338049999 389628.3424354989),Higher sandy soils South
107603944.949999,390091342.4354989,Grid545,Noord-Brabant,hzz,Landbouw en overig agrarisch,Zand,POINT (107448.944949999 389628.3424354989),Higher sandy soils South
110248551.849999,390091342.4354989,Grid546,Noord-Brabant,hzz,Bebouwd,Zand,POINT (110093.551849999 389628.3424354989),Higher sandy soils South
